file_path,text,label
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_cause_angry.wav,Say the word cause,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_chain_angry.wav,Say the word chain,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_chair_angry.wav,Say the word chair,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_chalk_angry.wav,Say the word chalk,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_chat_angry.wav,Say the word chat,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_check_angry.wav,Say the word check,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_cheek_angry.wav,Say the word cheek,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_chief_angry.wav,Say the word chief,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_choice_angry.wav,Say the word choice,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_cool_angry.wav,Say the word cool,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_dab_angry.wav,Say the word dab,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_date_angry.wav,Say the word date,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_dead_angry.wav,Say the word dead,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_death_angry.wav,Say the word death,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_deep_angry.wav,Say the word deep,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_dime_angry.wav,Say the word dime,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_dip_angry.wav,Say the word dip,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_ditch_angry.wav,Say the word ditch,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_dodge_angry.wav,Say the word dodge,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_dog_angry.wav,Say the word dog,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_doll_angry.wav,Say the word doll,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_door_angry.wav,Say the word door,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_fail_angry.wav,Say the word fail,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_fall_angry.wav,Say the word fall,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_far_angry.wav,Say the word far,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_fat_angry.wav,Say the word fat,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_fit_angry.wav,Say the word fit,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_five_angry.wav,Say the word five,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_food_angry.wav,Say the word food,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_gap_angry.wav,Say the word gap,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_gas_angry.wav,Say the word gas,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_gaze_angry.wav,Say the word gaze,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_germ_angry.wav,Say the word germ,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_get_angry.wav,Say the word get,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_gin_angry.wav,Say the word gin,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_goal_angry.wav,Say the word goal,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_good_angry.wav,Say the word good,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_goose_angry.wav,Say the word goose,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_gun_angry.wav,Say the word gun,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_half_angry.wav,Say the word half,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_hall_angry.wav,Say the word hall,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_hash_angry.wav,Say the word hash,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_hate_angry.wav,Say the word hate,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_have_angry.wav,Say the word have,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_haze_angry.wav,Say the word haze,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_hire_angry.wav,Say the word hire,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_hit_angry.wav,Say the word hit,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_hole_angry.wav,Say the word hole,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_home_angry.wav,Say the word home,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_hurl_angry.wav,Say the word hurl,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_hush_angry.wav,Say the word hush,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_jail_angry.wav,Say the word jail,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_jar_angry.wav,Say the word jar,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_join_angry.wav,Say the word join,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_judge_angry.wav,Say the word judge,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_jug_angry.wav,Say the word jug,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_juice_angry.wav,Say the word juice,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_keen_angry.wav,Say the word keen,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_keep_angry.wav,Say the word keep,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_keg_angry.wav,Say the word keg,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_kick_angry.wav,Say the word kick,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_kill_angry.wav,Say the word kill,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_king_angry.wav,Say the word king,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_kite_angry.wav,Say the word kite,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_knock_angry.wav,Say the word knock,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_late_angry.wav,Say the word late,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_laud_angry.wav,Say the word laud,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_lean_angry.wav,Say the word lean,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_learn_angry.wav,Say the word learn,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_lease_angry.wav,Say the word lease,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_lid_angry.wav,Say the word lid,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_life_angry.wav,Say the word life,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_limb_angry.wav,Say the word limb,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_live_angry.wav,Say the word live,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_loaf_angry.wav,Say the word loaf,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_long_angry.wav,Say the word long,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_lore_angry.wav,Say the word lore,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_lose_angry.wav,Say the word lose,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_lot_angry.wav,Say the word lot,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_love_angry.wav,Say the word love,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_luck_angry.wav,Say the word luck,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_make_angry.wav,Say the word make,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_match_angry.wav,Say the word match,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_merge_angry.wav,Say the word merge,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_mess_angry.wav,Say the word mess,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_met_angry.wav,Say the word met,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_mill_angry.wav,Say the word mill,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_mob_angry.wav,Say the word mob,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_mode_angry.wav,Say the word mode,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_mood_angry.wav,Say the word mood,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_moon_angry.wav,Say the word moon,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_mop_angry.wav,Say the word mop,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_mouse_angry.wav,Say the word mouse,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_nag_angry.wav,Say the word nag,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_name_angry.wav,Say the word name,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_near_angry.wav,Say the word near,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_neat_angry.wav,Say the word neat,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_nice_angry.wav,Say the word nice,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_note_angry.wav,Say the word note,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_numb_angry.wav,Say the word numb,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_pad_angry.wav,Say the word pad,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_page_angry.wav,Say the word page,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_pain_angry.wav,Say the word pain,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_pass_angry.wav,Say the word pass,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_pearl_angry.wav,Say the word pearl,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_peg_angry.wav,Say the word peg,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_perch_angry.wav,Say the word perch,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_phone_angry.wav,Say the word phone,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_pick_angry.wav,Say the word pick,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_pike_angry.wav,Say the word pike,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_pole_angry.wav,Say the word pole,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_pool_angry.wav,Say the word pool,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_puff_angry.wav,Say the word puff,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_rag_angry.wav,Say the word rag,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_raid_angry.wav,Say the word raid,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_rain_angry.wav,Say the word rain,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_raise_angry.wav,Say the word raise,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_rat_angry.wav,Say the word rat,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_reach_angry.wav,Say the word reach,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_read_angry.wav,Say the word read,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_red_angry.wav,Say the word red,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_ring_angry.wav,Say the word ring,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_ripe_angry.wav,Say the word ripe,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_road_angry.wav,Say the word road,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_room_angry.wav,Say the word room,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_rose_angry.wav,Say the word rose,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_rot_angry.wav,Say the word rot,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_rough_angry.wav,Say the word rough,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_rush_angry.wav,Say the word rush,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_said_angry.wav,Say the word said,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_sail_angry.wav,Say the word sail,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_search_angry.wav,Say the word search,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_seize_angry.wav,Say the word seize,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_sell_angry.wav,Say the word sell,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_shack_angry.wav,Say the word shack,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_shall_angry.wav,Say the word shall,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_shawl_angry.wav,Say the word shawl,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_sheep_angry.wav,Say the word sheep,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_shirt_angry.wav,Say the word shirt,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_should_angry.wav,Say the word should,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_shout_angry.wav,Say the word shout,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_size_angry.wav,Say the word size,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_soap_angry.wav,Say the word soap,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_soup_angry.wav,Say the word soup,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_sour_angry.wav,Say the word sour,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_south_angry.wav,Say the word south,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_sub_angry.wav,Say the word sub,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_such_angry.wav,Say the word such,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_sure_angry.wav,Say the word sure,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_take_angry.wav,Say the word take,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_talk_angry.wav,Say the word talk,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_tape_angry.wav,Say the word tape,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_team_angry.wav,Say the word team,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_tell_angry.wav,Say the word tell,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_thin_angry.wav,Say the word thin,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_third_angry.wav,Say the word third,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_thought_angry.wav,Say the word thought,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_thumb_angry.wav,Say the word thumb,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_time_angry.wav,Say the word time,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_tip_angry.wav,Say the word tip,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_tire_angry.wav,Say the word tire,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_ton_angry.wav,Say the word ton,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_tool_angry.wav,Say the word tool,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_tough_angry.wav,Say the word tough,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_turn_angry.wav,Say the word turn,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_vine_angry.wav,Say the word vine,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_voice_angry.wav,Say the word voice,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_void_angry.wav,Say the word void,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_vote_angry.wav,Say the word vote,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_wag_angry.wav,Say the word wag,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_walk_angry.wav,Say the word walk,angry
C:\Users\harip\Desktop\RESUMES\Multimodal-Emotion-Recognition-IIITH\dataset\OAF_angry\OAF_wash_angry.wav,Say the word wash,angry
